release_year,cast,vote_average
1990,Rae Dawn Chong,5.80078125
1990,Christian Slater,5.80078125
1990,Deborah Harry,5.80078125
1990,Steve Buscemi,5.80078125
1990,David Johansen,5.80078125
1990,Linda Blair,4.6015625
1990,Ned Beatty,4.6015625
1990,Leslie Nielsen,4.6015625
1990,Anthony Starke,4.6015625
1990,Thom Sharp,4.6015625
1990,Steven Seagal,5.3984375
1990,Kelly LeBrock,5.3984375
1990,William Sadler,5.3984375
1990,Frederick Coffin,5.3984375
1990,Bonnie Burroughs,5.3984375
1990,Bradley Gregg,6.3984375
1990,Traci Lind,6.3984375
1990,Malcolm McDowell,6.3984375
1990,Stacy Keach,6.3984375
1990,Patrick Kilpatrick,6.3984375
1990,Bob Newhart,6.3984375
1990,Eva Gabor,6.3984375
1990,John Candy,6.3984375
1990,Tristan Rogers,6.3984375
1990,Adam Ryen,6.3984375
1990,Anthony Perkins,5.3984375
1990,Henry Thomas,5.3984375
1990,Olivia Hussey,5.3984375
1990,CCH Pounder,5.3984375
1990,Warren Frost,5.3984375
1990,John Ritter,5.5
1990,Jack Warden,5.5
1990,Michael Oliver,5.5
1990,Gilbert Gottfried,5.5
1990,Michael Richards,5.5
1990,Tom Selleck,5.30078125
1990,Steve Guttenberg,5.30078125
1990,Ted Danson,5.30078125
1990,Nancy Travis,5.30078125
1990,Robin Weisman,5.30078125
1990,Mickey Rourke,5.19921875
1990,Anthony Hopkins,5.19921875
1990,Mimi Rogers,5.19921875
1990,Lindsay Crouse,5.19921875
1990,Kelly Lynch,5.19921875
1990,Jim Varney,5.69921875
1990,Gailard Sartain,5.69921875
1990,Bill Byrge,5.69921875
1990,Barbara Tyson,5.69921875
1990,Barry Scott,5.69921875
1990,Charlton Heston,5.30078125
1990,Christian Bale,5.30078125
1990,Oliver Reed,5.30078125
1990,Christopher Lee,5.30078125
1990,Nicholas Amer,5.30078125
1990,Salomon Perel,6.6015625
1990,Marco Hofschneider,6.6015625
1990,Julie Delpy,6.6015625
1990,RenÃ© Hofschneider,6.6015625
1990,Piotr Kozlowski,6.6015625
1990,Patty Mullen,5.6015625
1990,James Lorinz,5.6015625
1990,Joanne Ritchie,5.6015625
1990,J.J. Clark,5.6015625
1990,Helmar Augustus Cooper,5.6015625
1990,Winona Ryder,6.0
1990,Jeff Daniels,6.0
1990,Stephen Tobolowsky,6.0
1990,Dinah Manoff,6.0
1990,Laila Robins,6.0
1990,Michael ParÃ©,4.80078125
1990,Lisa Eichhorn,4.80078125
1990,Dean Devlin,4.80078125
1990,Brian Thompson,4.80078125
1990,Malcolm McDowell,4.80078125
1990,Kevin Costner,5.69921875
1990,Anthony Quinn,5.69921875
1990,Madeleine Stowe,5.69921875
1990,TomÃ¡s MiliÃ¡n,5.69921875
1990,Joaquin Martinez,5.69921875
1990,Jim Belushi,5.8984375
1990,Charles Grodin,5.8984375
1990,Anne De Salvo,5.8984375
1990,Loryn Locklin,5.8984375
1990,Stephen Elliott,5.8984375
1990,Craig Sheffer,6.19921875
1990,Anne Bobby,6.19921875
1990,David Cronenberg,6.19921875
1990,Charles Haid,6.19921875
1990,Hugh Quarshie,6.19921875
1990,Jack Nicholson,6.0
1990,Harvey Keitel,6.0
1990,Meg Tilly,6.0
1990,Madeleine Stowe,6.0
1990,RubÃ©n Blades,6.0
1990,Clint Eastwood,5.3984375
1990,Charlie Sheen,5.3984375
1990,RaÃºl JuliÃ¡,5.3984375
1990,SÃ´nia Braga,5.3984375
1990,Tom Skerritt,5.3984375
1990,Michael Dudikoff,5.0
1990,David Bradley,5.0
1990,James Booth,5.0
1990,Dwayne Alexandre,5.0
1990,Ken Gampu,5.0
1990,Tom Selleck,6.3984375
1990,Laura San Giacomo,6.3984375
1990,Alan Rickman,6.3984375
1990,Chris Haywood,6.3984375
1990,Ron Haddrick,6.3984375
1990,Clint Eastwood,6.69921875
1990,Jeff Fahey,6.69921875
1990,Charlotte Cornwell,6.69921875
1990,George Dzundza,6.69921875
1990,Alun Armstrong,6.69921875
1990,Susan Sarandon,6.3984375
1990,James Spader,6.3984375
1990,Kathy Bates,6.3984375
1990,Jason Alexander,6.3984375
1990,Eileen Brennan,6.3984375
1990,Alec Baldwin,5.0
1990,Jennifer Jason Leigh,5.0
1990,Fred Ward,5.0
1990,Cecilia PÃ©rez-Cervera,5.0
1990,Georgie Cranford,5.0
1990,Kate Hodge,5.0
1990,Ken Foree,5.0
1990,R.A. Mihailoff,5.0
1990,William Butler,5.0
1990,Viggo Mortensen,5.0
1990,Andrew Dice Clay,6.5
1990,Wayne Newton,6.5
1990,Priscilla Presley,6.5
1990,Morris Day,6.5
1990,Lauren Holly,6.5
1990,Matthew Modine,6.0
1990,Eric Stoltz,6.0
1990,Tate Donovan,6.0
1990,D. B. Sweeney,6.0
1990,Billy Zane,6.0
1990,Robert Z'Dar,4.3984375
1990,Claudia Christian,4.3984375
1990,Michael Lerner,4.3984375
1990,Bruce Campbell,4.3984375
1990,Laurene Landon,4.3984375
1990,Rob Lowe,5.69921875
1990,James Spader,5.69921875
1990,Lisa Zane,5.69921875
1990,Marcia Cross,5.69921875
1990,Rosalyn Landor,5.69921875
1990,Jim Belushi,6.19921875
1990,Michael Caine,6.19921875
1990,Linda Hamilton,6.19921875
1990,Jon Lovitz,6.19921875
1990,Rene Russo,6.19921875
1990,Meryl Streep,6.0
1990,Shirley MacLaine,6.0
1990,Dennis Quaid,6.0
1990,Gene Hackman,6.0
1990,Richard Dreyfuss,6.0
1990,Edward Clements,7.0
1990,Chris Eigeman,7.0
1990,Taylor Nichols,7.0
1990,Carolyn Farina,7.0
1990,Isabel Gillies,7.0
1990,Richard Gere,6.1015625
1990,Andy GarcÃ­a,6.1015625
1990,Laurie Metcalf,6.1015625
1990,Nancy Travis,6.1015625
1990,Elijah Wood,6.1015625
1990,Martin Sheen,5.5
1990,Charlie Sheen,5.5
1990,Laurence Fishburne,5.5
1990,Blu Mankuma,5.5
1990,Michael Beach,5.5
1990,Paul Hogan,6.3984375
1990,Elias Koteas,6.3984375
1990,Linda Kozlowski,6.3984375
1990,Doreen Lang,6.3984375
1990,Douglas Seale,6.3984375
1990,Jenny Seagrove,6.0
1990,Dwier Brown,6.0
1990,Carey Lowell,6.0
1990,Brad Hall,6.0
1990,Miguel Ferrer,6.0
1990,Kevin Kline,6.1015625
1990,Tracey Ullman,6.1015625
1990,Joan Plowright,6.1015625
1990,River Phoenix,6.1015625
1990,William Hurt,6.1015625
1990,Tim Matheson,4.8984375
1990,Jennifer Jason Leigh,4.8984375
1990,William Atherton,4.8984375
1990,Hoyt Axton,4.8984375
1990,Sean Connery,6.3984375
1990,Michelle Pfeiffer,6.3984375
1990,Roy Scheider,6.3984375
1990,James Fox,6.3984375
1990,John Mahoney,6.3984375
1990,Macaulay Culkin,7.0
1990,Joe Pesci,7.0
1990,Daniel Stern,7.0
1990,John Heard,7.0
1990,Catherine O'Hara,7.0
1990,Cher,6.5
1990,Winona Ryder,6.5
1990,Christina Ricci,6.5
1990,Bob Hoskins,6.5
1990,Michael Schoeffling,6.5
1990,Christopher Reid,6.6015625
1990,Martin Lawrence,6.6015625
1990,Christopher Martin,6.6015625
1990,Robin Harris,6.6015625
1990,Tisha Campbell-Martin,6.6015625
1990,Eric Idle,5.30078125
1990,Robbie Coltrane,5.30078125
1990,Camille Coduri,5.30078125
1990,Janet Suzman,5.30078125
1990,Doris Hare,5.30078125
1990,Michael Stephenson,4.30078125
1990,George Hardy,4.30078125
1990,Margo Prey,4.30078125
1990,Connie Young,4.30078125
1990,Robert Ormsby,4.30078125
1990,Elizabeth Maclellan,5.69921875
1990,Collin Bernsen,5.69921875
1990,Steve Welles,5.69921875
1990,Greg Webb,5.69921875
1990,Charlie Spradling,5.69921875
1990,Kerry Fox,6.1015625
1990,Alexia Keogh,6.1015625
1990,Karen Fergusson,6.1015625
1990,Iris Churn,6.1015625
1990,Jessie Mune,6.1015625
1990,Glenn Close,6.3984375
1990,Jeremy Irons,6.3984375
1990,Ron Silver,6.3984375
1990,Annabella Sciorra,6.3984375
1990,Uta Hagen,6.3984375
1990,Gary Kemp,5.1015625
1990,Martin Kemp,5.1015625
1990,Billie Whitelaw,5.1015625
1990,Tom Bell,5.1015625
1990,Susan Fleetwood,5.1015625
1990,Bill Cosby,4.30078125
1990,Kimberly Russell,4.30078125
1990,Denise Nicholas,4.30078125
1990,Salim Grant,4.30078125
1990,Ian Bannen,4.30078125
1990,Alison Steadman,6.3984375
1990,Jim Broadbent,6.3984375
1990,Claire Skinner,6.3984375
1990,Jane Horrocks,6.3984375
1990,Stephen Rea,6.3984375
1990,Mel Gibson,6.5
1990,Glenn Close,6.5
1990,Alan Bates,6.5
1990,Paul Scofield,6.5
1990,Ian Holm,6.5
1990,Melanie Griffith,5.8984375
1990,Matthew Modine,5.8984375
1990,Michael Keaton,5.8984375
1990,Mako,5.8984375
1990,Nobu McCarthy,5.8984375
1990,Gene Hackman,5.3984375
1990,Anne Archer,5.3984375
1990,James Sikking,5.3984375
1990,J. T. Walsh,5.3984375
1990,M. Emmet Walsh,5.3984375
1991,Paige O'Hara,7.30078125
1991,Robby Benson,7.30078125
1991,Richard White,7.30078125
1991,Jerry Orbach,7.30078125
1991,David Ogden Stiers,7.30078125
1991,Arnold Schwarzenegger,7.5
1991,Linda Hamilton,7.5
1991,Edward Furlong,7.5
1991,Robert Patrick,7.5
1991,Earl Boen,7.5
1991,Robin Williams,6.5
1991,Dustin Hoffman,6.5
1991,Julia Roberts,6.5
1991,Bob Hoskins,6.5
1991,Caroline Goodall,6.5
1991,Kevin Costner,6.5
1991,Morgan Freeman,6.5
1991,Christian Slater,6.5
1991,Mary Elizabeth Mastrantonio,6.5
1991,Alan Rickman,6.5
1991,Christopher Lambert,4.80078125
1991,Sean Connery,4.80078125
1991,Virginia Madsen,4.80078125
1991,Michael Ironside,4.80078125
1991,John C. McGinley,4.80078125
1991,Robert De Niro,6.8984375
1991,Nick Nolte,6.8984375
1991,Jessica Lange,6.8984375
1991,Juliette Lewis,6.8984375
1991,Joe Don Baker,6.8984375
1991,William Shatner,6.6015625
1991,Leonard Nimoy,6.6015625
1991,DeForest Kelley,6.6015625
1991,James Doohan,6.6015625
1991,George Takei,6.6015625
1991,Leslie Nielsen,6.5
1991,Priscilla Presley,6.5
1991,George Kennedy,6.5
1991,O.J. Simpson,6.5
1991,Robert Goulet,6.5
1991,Patrick Swayze,6.69921875
1991,Keanu Reeves,6.69921875
1991,Gary Busey,6.69921875
1991,Lori Petty,6.69921875
1991,John C. McGinley,6.69921875
1991,Keanu Reeves,5.8984375
1991,Alex Winter,5.8984375
1991,George Carlin,5.8984375
1991,William Sadler,5.8984375
1991,Joss Ackland,5.8984375
1991,Kurt Russell,6.19921875
1991,William Baldwin,6.19921875
1991,Robert De Niro,6.19921875
1991,Donald Sutherland,6.19921875
1991,Jennifer Jason Leigh,6.19921875
1991,RaÃºl JuliÃ¡,6.6015625
1991,Anjelica Huston,6.6015625
1991,Christopher Lloyd,6.6015625
1991,Christina Ricci,6.6015625
1991,Carel Struycken,6.6015625
1991,Bruce Willis,5.6015625
1991,Danny Aiello,5.6015625
1991,Andie MacDowell,5.6015625
1991,James Coburn,5.6015625
1991,Richard E. Grant,5.6015625
1991,Billy Campbell,6.30078125
1991,Jennifer Connelly,6.30078125
1991,Alan Arkin,6.30078125
1991,Timothy Dalton,6.30078125
1991,Paul Sorvino,6.30078125
1991,Susan Sarandon,7.0
1991,Geena Davis,7.0
1991,Harvey Keitel,7.0
1991,Brad Pitt,7.0
1991,Michael Madsen,7.0
1991,Val Kilmer,6.5
1991,Meg Ryan,6.5
1991,Kyle MacLachlan,6.5
1991,Frank Whaley,6.5
1991,Kevin Dillon,6.5
1991,Paige Turco,6.0
1991,David Warner,6.0
1991,Michelan Sisti,6.0
1991,Leif Tilden,6.0
1991,Kenn Scott,6.0
1991,Chevy Chase,5.30078125
1991,Dan Aykroyd,5.30078125
1991,John Candy,5.30078125
1991,Demi Moore,5.30078125
1991,Valri Bromfield,5.30078125
1991,Phillip Glasser,6.19921875
1991,James Stewart,6.19921875
1991,Erica Yohn,6.19921875
1991,Catherine Cavadini,6.19921875
1991,Nehemiah Persoff,6.19921875
1991,Jodie Foster,7.8984375
1991,Anthony Hopkins,7.8984375
1991,Scott Glenn,7.8984375
1991,Ted Levine,7.8984375
1991,Anthony Heald,7.8984375
1991,John Turturro,7.0
1991,John Goodman,7.0
1991,Judy Davis,7.0
1991,Michael Lerner,7.0
1991,Tony Shalhoub,7.0
1991,Anna Chlumsky,6.8984375
1991,Macaulay Culkin,6.8984375
1991,Dan Aykroyd,6.8984375
1991,Jamie Lee Curtis,6.8984375
1991,Richard Masur,6.8984375
1991,Julia Roberts,5.80078125
1991,Campbell Scott,5.80078125
1991,Vincent D'Onofrio,5.80078125
1991,Colleen Dewhurst,5.80078125
1991,David Selby,5.80078125
1991,Robert Englund,5.3984375
1991,Lisa Zane,5.3984375
1991,Shon Greenblatt,5.3984375
1991,Lezlie Deane,5.3984375
1991,Ricky Dean Logan,5.3984375
1991,River Phoenix,7.1015625
1991,Keanu Reeves,7.1015625
1991,James Russo,7.1015625
1991,William Richert,7.1015625
1991,Rodney Harvey,7.1015625
1991,Bruce Willis,6.3984375
1991,Damon Wayans,6.3984375
1991,Chelsea Field,6.3984375
1991,Noble Willingham,6.3984375
1991,Halle Berry,6.3984375
1991,Kevin Costner,7.19921875
1991,Tommy Lee Jones,7.19921875
1991,Gary Oldman,7.19921875
1991,Kevin Bacon,7.19921875
1991,Michael Rooker,7.19921875
1991,Laurence Fishburne,7.30078125
1991,Cuba Gooding Jr.,7.30078125
1991,Ice Cube,7.30078125
1991,Morris Chestnut,7.30078125
1991,Angela Bassett,7.30078125
1991,Mickey Rourke,6.3984375
1991,Don Johnson,6.3984375
1991,Chelsea Field,6.3984375
1991,Daniel Baldwin,6.3984375
1991,Giancarlo Esposito,6.3984375
1991,Jean-Claude Van Damme,5.1015625
1991,Geoffrey Lewis,5.1015625
1991,Alonna Shaw,5.1015625
1991,Cory Everson,5.1015625
1991,Philip Chan Yan-Kin,5.1015625
1991,Michel Piccoli,6.0
1991,Jane Birkin,6.0
1991,Emmanuelle BÃ©art,6.0
1991,Marianne Denicourt,6.0
1991,David Bursztein,6.0
1991,Bill Murray,6.80078125
1991,Richard Dreyfuss,6.80078125
1991,Julie Hagerty,6.80078125
1991,Charlie Korsmo,6.80078125
1991,Kathryn Erbe,6.80078125
1991,Winona Ryder,7.3984375
1991,Gena Rowlands,7.3984375
1991,Lisanne Falk,7.3984375
1991,Alan Randolph Scott,7.3984375
1991,Anthony Portillo,7.3984375
1991,Justin Whalin,5.5
1991,Perrey Reeves,5.5
1991,Jeremy Sylvers,5.5
1991,Travis Fine,5.5
1991,Dean Jacobson,5.5
1991,Brandon Quintin Adams,6.3984375
1991,Everett McGill,6.3984375
1991,Wendy Robie,6.3984375
1991,Ving Rhames,6.3984375
1991,A. J. Langer,6.3984375
1991,Billy Crystal,6.1015625
1991,Daniel Stern,6.1015625
1991,Bruno Kirby,6.1015625
1991,Jack Palance,6.1015625
1991,Patricia Wettig,6.1015625
1991,Charlie Sheen,6.19921875
1991,Cary Elwes,6.19921875
1991,Valeria Golino,6.19921875
1991,Lloyd Bridges,6.19921875
1991,Kevin Dunn,6.19921875
1991,Gabrielle Anwar,7.3984375
1991,Cliff Robertson,7.3984375
1991,Michael Schoeffling,7.3984375
1991,Dylan Kussman,7.3984375
1991,Kathleen York,7.3984375
1991,Milla Jovovich,5.0
1991,Brian Krause,5.0
1991,Lisa Pelikan,5.0
1991,Courtney Barilla,5.0
1991,Garette Ratliff Henson,5.0
1991,Steve Martin,6.19921875
1991,Sarah Jessica Parker,6.19921875
1991,Victoria Tennant,6.19921875
1991,Richard E. Grant,6.19921875
1991,Marilu Henner,6.19921875
1991,Kathy Bates,7.30078125
1991,Mary-Louise Parker,7.30078125
1991,Jessica Tandy,7.30078125
1991,Cicely Tyson,7.30078125
1991,Mary Stuart Masterson,7.30078125
1991,Michael J. Fox,5.69921875
1991,James Woods,5.69921875
1991,Stephen Lang,5.69921875
1991,Annabella Sciorra,5.69921875
1991,Mos Def,5.69921875
1991,Dolph Lundgren,5.3984375
1991,Brandon Lee,5.3984375
1991,Cary-Hiroyuki Tagawa,5.3984375
1991,Tia Carrere,5.3984375
1991,Philip Tan,5.3984375
1991,Julia Roberts,6.1015625
1991,Patrick Bergin,6.1015625
1991,Kevin Anderson,6.1015625
1991,Elizabeth Lawrence,6.1015625
1991,Kyle Secor,6.1015625
1991,Danny Glover,6.69921875
1991,Kevin Kline,6.69921875
1991,Steve Martin,6.69921875
1991,Mary McDonnell,6.69921875
1991,Mary-Louise Parker,6.69921875
1991,Glen Campbell,5.30078125
1991,Eddie Deezen,5.30078125
1991,Toby Scott Ganger,5.30078125
1991,Christopher Plummer,5.30078125
1991,Peter Weller,6.69921875
1991,Judy Davis,6.69921875
1991,Ian Holm,6.69921875
1991,Julian Sands,6.69921875
1991,Roy Scheider,6.69921875
1991,Nicolas Cage,4.5
1991,Erika Anderson,4.5
1991,Steve Buscemi,4.5
1991,Marisa Tomei,4.5
1991,Judge Reinhold,4.5
1991,Jason Patric,7.30078125
1991,Jennifer Jason Leigh,7.30078125
1991,Sam Elliott,7.30078125
1991,Max Perlich,7.30078125
1991,Gregg Allman,7.30078125
1991,Mel Brooks,6.19921875
1991,Lesley Ann Warren,6.19921875
1991,Jeffrey Tambor,6.19921875
1991,Michael Ensign,6.19921875
1991,Stuart Pankin,6.19921875
1991,Steve Martin,6.30078125
1991,Diane Keaton,6.30078125
1991,Kimberly Williams-Paisley,6.30078125
1991,Kieran Culkin,6.30078125
1991,George Newbern,6.30078125
1991,Jeff Bridges,6.80078125
1991,Robin Williams,6.80078125
1991,Mercedes Ruehl,6.80078125
1991,Amanda Plummer,6.80078125
1991,Michael Jeter,6.80078125
1991,Michael Biehn,6.0
1991,Matt Craven,6.0
1991,Annie Grindlay,6.0
1991,Blu Mankuma,6.0
1991,Harrison Ford,6.5
1991,Annette Bening,6.5
1991,Bill Nunn,6.5
1991,Rebecca Miller,6.5
1991,Bruce Altman,6.5
1991,Christina Applegate,5.8984375
1991,Joanna Cassidy,5.8984375
1991,Josh Charles,5.8984375
1991,Keith Coogan,5.8984375
1991,John Getz,5.8984375
1991,Woody Allen,6.0
1991,Kathy Bates,6.0
1991,John Cusack,6.0
1991,Mia Farrow,6.0
1991,Jodie Foster,6.0
1991,Warren Beatty,5.69921875
1991,Annette Bening,5.69921875
1991,Harvey Keitel,5.69921875
1991,Ben Kingsley,5.69921875
1991,Elliott Gould,5.69921875
1991,Vanilla Ice,3.900390625
1991,Kristin Minter,3.900390625
1991,Naomi Campbell,3.900390625
1991,Deezer D,3.900390625
1991,Kevin Hicks,3.900390625
1991,Steven Seagal,5.6015625
1991,William Forsythe,5.6015625
1991,Jerry Orbach,5.6015625
1991,Jo Champa,5.6015625
1991,Shareen Mitchell,5.6015625
1991,John Ritter,5.19921875
1991,Michael Oliver,5.19921875
1991,Jack Warden,5.19921875
1991,Laraine Newman,5.19921875
1991,Amy Yasbeck,5.19921875
1991,Jim Varney,6.69921875
1991,Eartha Kitt,6.69921875
1991,Shay Astar,6.69921875
1991,Bill Byrge,6.69921875
1991,Austin Nagler,6.69921875
1991,Sean Astin,6.30078125
1991,Wil Wheaton,6.30078125
1991,George Perez,6.30078125
1991,Keith Coogan,6.30078125
1991,Andrew Divoff,6.30078125
1991,Demi Moore,5.1015625
1991,Bruce Willis,5.1015625
1991,Glenne Headly,5.1015625
1991,Harvey Keitel,5.1015625
1991,Frank Vincent,5.1015625
1991,Nick Nolte,5.8984375
1991,Barbra Streisand,5.8984375
1991,Blythe Danner,5.8984375
1991,Kate Nelligan,5.8984375
1991,Jeroen KrabbÃ©,5.8984375
1991,Noah Taylor,6.1015625
1991,Thandie Newton,6.1015625
1991,Nicole Kidman,6.1015625
1991,Bartholomew Rose,6.1015625
1991,Felix Nobis,6.1015625
1991,Spike Lee,5.5
1991,Annabella Sciorra,5.5
1991,Ruby Dee,5.5
1991,John Turturro,5.5
1991,Frank Vincent,5.5
1991,Hulk Hogan,5.1015625
1991,Christopher Lloyd,5.1015625
1991,Shelley Duvall,5.1015625
1991,Larry Miller,5.1015625
1991,William Ball,5.1015625
1991,Lance Henriksen,5.5
1991,Stephen Lee,5.5
1991,William J. Norris,5.5
1991,Mark Margolis,5.5
1991,Carolyn Purdy-Gordon,5.5
1991,Albert Brooks,6.30078125
1991,Meryl Streep,6.30078125
1991,Rip Torn,6.30078125
1991,Lee Grant,6.30078125
1991,Michael Durrell,6.30078125
1991,John Goodman,5.5
1991,Peter O'Toole,5.5
1991,John Hurt,5.5
1991,Camille Coduri,5.5
1991,Richard Griffiths,5.5
1991,Kenneth Branagh,6.8984375
1991,Emma Thompson,6.8984375
1991,Andy GarcÃ­a,6.8984375
1991,Robin Williams,6.8984375
1991,Lois Hall,6.8984375
1991,Thom Adcox-Hernandez,3.099609375
1991,Andrew Barach,3.099609375
1991,Jason Scott Lee,3.099609375
1991,Kathy Benson,3.099609375
1991,Hope Marie Carlton,3.099609375
1991,GÃ©rard Depardieu,5.1015625
1991,Marie Gillain,5.1015625
1991,Catherine Jacob,5.1015625
1991,Charlotte de Turckheim,5.1015625
1991,GÃ©rard HÃ©rold,5.1015625
1991,Phoebe Cates,6.0
1991,Rik Mayall,6.0
1991,Marsha Mason,6.0
1991,Tim Matheson,6.0
1991,Carrie Fisher,6.0
1991,Sally Field,5.69921875
1991,Kevin Kline,5.69921875
1991,Robert Downey Jr.,5.69921875
1991,Cathy Moriarty,5.69921875
1991,Teri Hatcher,5.69921875
1991,Jennifer Connelly,6.19921875
1991,Frank Whaley,6.19921875
1991,Dermot Mulroney,6.19921875
1991,Kieran Mulroney,6.19921875
1991,John M. Jackson,6.19921875
1991,Jim Belushi,5.69921875
1991,Alisan Porter,5.69921875
1991,Kelly Lynch,5.69921875
1991,John Getz,5.69921875
1991,Steve Carell,5.69921875
1991,Wesley Snipes,6.0
1991,Ice-T,6.0
1991,Allen Payne,6.0
1991,Chris Rock,6.0
1991,Mario Van Peebles,6.0
1991,Forest Whitaker,6.0
1991,Gregory Hines,6.0
1991,Robin Givens,6.0
1991,Danny Glover,6.0
1991,T. K. Carter,6.0
1991,John Calvin,4.5
1991,Aimee Brooks,4.5
1991,Christian Cousins,4.5
1991,Leonardo DiCaprio,4.5
1991,Nina Axelrod,4.5
1991,Josie Lawrence,7.0
1991,Miranda Richardson,7.0
1991,Joan Plowright,7.0
1991,Polly Walker,7.0
1991,Alfred Molina,7.0
1991,Sylvester Stallone,6.30078125
1991,Ornella Muti,6.30078125
1991,Don Ameche,6.30078125
1991,Peter Riegert,6.30078125
1991,Tim Curry,6.30078125
1991,Madonna,6.80078125
1991,Donna DeLory,6.80078125
1991,Niki Harris,6.80078125
1991,Luis Camacho,6.80078125
1991,Warren Beatty,6.80078125
1991,Sasha Mitchell,4.1015625
1991,Peter Boyle,4.1015625
1991,Dennis Chan,4.1015625
1991,Cary-Hiroyuki Tagawa,4.1015625
1991,John Diehl,4.1015625
1991,Scott Bakula,5.3984375
1991,HÃ©ctor Elizondo,5.3984375
1991,Robert Loggia,5.3984375
1991,Larry Miller,5.3984375
1991,Sinbad,5.3984375
1991,Faye Grant,4.6015625
1991,Michael Woods,4.6015625
1991,Michael Lerner,4.6015625
1991,Madison Mason,4.6015625
1991,Ann Hearn,4.6015625
1991,Stephen Hawking,7.1015625
1991,Isobel Hawking,7.1015625
1991,Janet Humphrey,7.1015625
1991,Mary Hawking,7.1015625
1991,Martin Short,6.69921875
1991,Danny Glover,6.69921875
1991,Harry Shearer,6.69921875
1991,Sheila Kelley,6.69921875
1991,Sam Wanamaker,6.69921875
1991,Danny Glover,6.0
1991,Willem Dafoe,6.0
1991,Brad Johnson,6.0
1991,Rosanna Arquette,6.0
1991,Tom Sizemore,6.0
1991,Michelle Pfeiffer,6.3984375
1991,Al Pacino,6.3984375
1991,HÃ©ctor Elizondo,6.3984375
1991,Kate Nelligan,6.3984375
1991,Nathan Lane,6.3984375
1991,Richard Grieco,5.80078125
1991,Gabrielle Anwar,5.80078125
1991,Roger Rees,5.80078125
1991,Linda Hunt,5.80078125
1991,Robin Bartlett,5.80078125
1991,Danny DeVito,5.1015625
1991,Gregory Peck,5.1015625
1991,Penelope Ann Miller,5.1015625
1991,Piper Laurie,5.1015625
1991,Dean Jones,5.1015625
1991,Hugo Weaving,5.5
1991,Russell Crowe,5.5
1991,GeneviÃ¨ve Picot,5.5
1991,Heather Mitchell,5.5
1991,Jeffrey Walker,5.5
1991,Robert Arkins,7.19921875
1991,Michael Aherne,7.19921875
1991,Angeline Ball,7.19921875
1991,Maria Doyle Kennedy,7.19921875
1991,Dave Finnegan,7.19921875
1991,Demi Moore,5.8984375
1991,Jeff Daniels,5.8984375
1991,George Dzundza,5.8984375
1991,Mary Steenburgen,5.8984375
1991,Frances McDormand,5.8984375
1991,Dustin Hoffman,5.69921875
1991,Nicole Kidman,5.69921875
1991,Loren Dean,5.69921875
1991,Bruce Willis,5.69921875
1991,Steve Buscemi,5.69921875
1991,Kathleen Turner,4.5
1991,Jay O. Sanders,4.5
1991,Charles Durning,4.5
1991,Angela Goethals,4.5
1991,Nancy Paul,4.5
1991,Jodie Foster,5.80078125
1991,Dianne Wiest,5.80078125
1991,Adam Hann-Byrd,5.80078125
1991,Harry Connick Jr.,5.80078125
1991,David Hyde Pierce,5.80078125
1991,Christian Slater,6.0
1991,Costas Mandylor,6.0
1991,Richard Grieco,6.0
1991,Patrick Dempsey,6.0
1991,Lara Flynn Boyle,6.0
1991,Brian Salzberg,4.5
1991,Donna Dempsey,4.5
1991,Stephen Charles Barry,4.5
1991,James Gandia,4.5
1991,Sally Field,6.19921875
1991,Alfred Molina,6.19921875
1991,Sheila Rosenthal,6.19921875
1991,Roshan Seth,6.19921875
1991,Sarah Badel,6.19921875
1991,Francis Ford Coppola,7.80078125
1991,Eleanor Coppola,7.80078125
1991,John Milius,7.80078125
1991,George Lucas,7.80078125
1991,Sam Bottoms,7.80078125
1991,Kevin Bacon,5.19921875
1991,Elizabeth Perkins,5.19921875
1991,Nathan Lane,5.19921875
1991,Anthony LaPaglia,5.19921875
1991,Sharon Stone,5.19921875
1991,Judy Davis,6.0
1991,Hugh Grant,6.0
1991,Mandy Patinkin,6.0
1991,Bernadette Peters,6.0
