release_year,cast,vote_average
2007,Christopher Daniel Barnes,6.0
2007,Andre Stojka,6.0
2007,Sandra Bullock,5.8984375
2007,Julian McMahon,5.8984375
2007,Courtney Taylor Burness,5.8984375
2007,Nia Long,5.8984375
2007,Shyann McClure,5.8984375
2007,Chris Cooper,5.8984375
2007,Ryan Phillippe,5.8984375
2007,Laura Linney,5.8984375
2007,Dennis Haysbert,5.8984375
2007,Caroline Dhavernas,5.8984375
2007,Tobin Bell,5.80078125
2007,Scott Patterson,5.80078125
2007,Costas Mandylor,5.80078125
2007,Betsy Russell,5.80078125
2007,Lyriq Bent,5.80078125
2007,Vince Vaughn,5.5
2007,Paul Giamatti,5.5
2007,John Michael Higgins,5.5
2007,Miranda Richardson,5.5
2007,Rachel Weisz,5.5
2007,John C. McGinley,5.19921875
2007,Ice Cube,5.19921875
2007,Nia Long,5.19921875
2007,Aleisha Allen,5.19921875
2007,Philip Bolden,5.19921875
2007,John Travolta,6.3984375
2007,Michelle Pfeiffer,6.3984375
2007,Christopher Walken,6.3984375
2007,Amanda Bynes,6.3984375
2007,James Marsden,6.3984375
2007,Michael Bailey Smith,5.1015625
2007,Archie Kao,5.1015625
2007,Jay Acovone,5.1015625
2007,Jeff Kober,5.1015625
2007,Philip Pavel,5.1015625
2007,Zac Efron,6.0
2007,Vanessa Hudgens,6.0
2007,Ashley Tisdale,6.0
2007,Lucas Grabeel,6.0
2007,Corbin Bleu,6.0
2007,Clive Owen,6.19921875
2007,Monica Bellucci,6.19921875
2007,Paul Giamatti,6.19921875
2007,Stephen McHattie,6.19921875
2007,Greg Bryk,6.19921875
2007,Naomi Watts,7.0
2007,Viggo Mortensen,7.0
2007,Vincent Cassel,7.0
2007,Armin Mueller-Stahl,7.0
2007,SinÃ©ad Cusack,7.0
2007,Ray Winstone,5.3984375
2007,Angelina Jolie,5.3984375
2007,Anthony Hopkins,5.3984375
2007,Robin Wright,5.3984375
2007,John Malkovich,5.3984375
2007,Catherine Zeta-Jones,6.0
2007,Aaron Eckhart,6.0
2007,Abigail Breslin,6.0
2007,Patricia Clarkson,6.0
2007,Jenny Wade,6.0
2007,John White,5.3984375
2007,Steve Talley,5.3984375
2007,Christopher McDonald,5.3984375
2007,Eugene Levy,5.3984375
2007,Jake Siegel,5.3984375
2007,Ben Stiller,5.6015625
2007,Malin Ã…kerman,5.6015625
2007,Michelle Monaghan,5.6015625
2007,Jerry Stiller,5.6015625
2007,Rob Corddry,5.6015625
2007,Shia LaBeouf,5.8984375
2007,Jeff Bridges,5.8984375
2007,Zooey Deschanel,5.8984375
2007,Jon Heder,5.8984375
2007,James Woods,5.8984375
2007,John Cusack,6.3984375
2007,Samuel L. Jackson,6.3984375
2007,Mary McCormack,6.3984375
2007,Jasmine Jessica Anthony,6.3984375
2007,Tony Shalhoub,6.3984375
2007,Timothy Olyphant,5.8984375
2007,Dougray Scott,5.8984375
2007,Olga Kurylenko,5.8984375
2007,Robert Knepper,5.8984375
2007,Ulrich Thomsen,5.8984375
2007,Dwayne Johnson,6.0
2007,Madison Pettis,6.0
2007,Kyra Sedgwick,6.0
2007,Roselyn SÃ¡nchez,6.0
2007,Morris Chestnut,6.0
2007,Tim Allen,5.6015625
2007,John Travolta,5.6015625
2007,Martin Lawrence,5.6015625
2007,William H. Macy,5.6015625
2007,Ray Liotta,5.6015625
2007,Kurt Russell,6.5
2007,ZoÃ« Bell,6.5
2007,Rosario Dawson,6.5
2007,Vanessa Ferlito,6.5
2007,Sydney Tamiia Poitier,6.5
2007,Simon Pegg,6.19921875
2007,Thandie Newton,6.19921875
2007,Hank Azaria,6.19921875
2007,Dylan Moran,6.19921875
2007,Harish Patel,6.19921875
2007,Kristen Stewart,5.6015625
2007,Dylan McDermott,5.6015625
2007,Penelope Ann Miller,5.6015625
2007,John Corbett,5.6015625
2007,William B. Davis,5.6015625
2007,Shia LaBeouf,6.6015625
2007,Josh Duhamel,6.6015625
2007,Megan Fox,6.6015625
2007,Rachael Taylor,6.6015625
2007,Tyrese Gibson,6.6015625
2007,Jack Nicholson,6.8984375
2007,Morgan Freeman,6.8984375
2007,Sean Hayes,6.8984375
2007,Beverly Todd,6.8984375
2007,Rob Morrow,6.8984375
2007,Lauren German,5.6015625
2007,Bijou Phillips,5.6015625
2007,Heather Matarazzo,5.6015625
2007,Richard Burgi,5.6015625
2007,Roger Bart,5.6015625
2007,Julie Delpy,6.3984375
2007,Adam Goldberg,6.3984375
2007,Daniel BrÃ¼hl,6.3984375
2007,Adan Jodorowsky,6.3984375
2007,Alexandre Nahon,6.3984375
2007,Will Ferrell,5.8984375
2007,Jon Heder,5.8984375
2007,Will Arnett,5.8984375
2007,Amy Poehler,5.8984375
2007,Jenna Fischer,5.8984375
2007,Sean Bean,5.3984375
2007,Sophia Bush,5.3984375
2007,Zachary Knighton,5.3984375
2007,Neal McDonough,5.3984375
2007,Kyle Davis,5.3984375
2007,Blythe Auffarth,6.3984375
2007,Daniel Manche,6.3984375
2007,Blanche Baker,6.3984375
2007,Grant Show,6.3984375
2007,Graham Patrick Martin,6.3984375
2007,Erica Leerhsen,5.30078125
2007,Henry Rollins,5.30078125
2007,Texas Battle,5.30078125
2007,Daniella Alonso,5.30078125
2007,Steve Braun,5.30078125
2007,Lindsay Lohan,3.80078125
2007,Julia Ormond,3.80078125
2007,Neal McDonough,3.80078125
2007,Brian Geraghty,3.80078125
2007,Spencer Garrett,3.80078125
2007,Malcolm McDowell,5.80078125
2007,Brad Dourif,5.80078125
2007,Daeg Faerch,5.80078125
2007,Tyler Mane,5.80078125
2007,Scout Taylor-Compton,5.80078125
2007,Anne Hathaway,6.8984375
2007,James McAvoy,6.8984375
2007,Julie Walters,6.8984375
2007,James Cromwell,6.8984375
2007,Maggie Smith,6.8984375
2007,Seth MacFarlane,7.30078125
2007,Alex Borstein,7.30078125
2007,Seth Green,7.30078125
2007,Mila Kunis,7.30078125
2007,Mike Henry,7.30078125
2007,Naomi Watts,6.19921875
2007,Tim Roth,6.19921875
2007,Michael Pitt,6.19921875
2007,Brady Corbet,6.19921875
2007,Devon Gearhart,6.19921875
2007,Jason Statham,4.19921875
2007,John Rhys-Davies,4.19921875
2007,Ray Liotta,4.19921875
2007,Leelee Sobieski,4.19921875
2007,Burt Reynolds,4.19921875
2007,Cate Blanchett,6.3984375
2007,Clive Owen,6.3984375
2007,Geoffrey Rush,6.3984375
2007,Laurence Fox,6.3984375
2007,Tom Hollander,6.3984375
2007,Geraldine James,6.8984375
2007,Felicity Jones,6.8984375
2007,J. J. Feild,6.8984375
2007,Carey Mulligan,6.8984375
2007,Sylvestra Le Touzel,6.8984375
2007,Morgan Freeman,5.80078125
2007,Greg Kinnear,5.80078125
2007,Radha Mitchell,5.80078125
2007,Billy Burke,5.80078125
2007,Selma Blair,5.80078125
2007,Nicole Kidman,5.3984375
2007,Daniel Craig,5.3984375
2007,Jeremy Northam,5.3984375
2007,Jeffrey Wright,5.3984375
2007,Jackson Bond,5.3984375
2007,Dustin Hoffman,5.8984375
2007,Natalie Portman,5.8984375
2007,Jason Bateman,5.8984375
2007,Zach Mills,5.8984375
2007,Jonathan Potts,5.8984375
2007,Helen Hunt,5.19921875
2007,Bette Midler,5.19921875
2007,Colin Firth,5.19921875
2007,Matthew Broderick,5.19921875
2007,Ben Shenkman,5.19921875
2007,Philip Seymour Hoffman,6.69921875
2007,Ethan Hawke,6.69921875
2007,Albert Finney,6.69921875
2007,Marisa Tomei,6.69921875
2007,Aleksa Palladino,6.69921875
2007,Samuel L. Jackson,7.19921875
2007,Phil LaMarr,7.19921875
2007,Ron Perlman,7.19921875
2007,Yuri Lowenthal,7.19921875
2007,Cuba Gooding Jr.,4.80078125
2007,Tamala Jones,4.80078125
2007,Paul Rae,4.80078125
2007,Lochlyn Munro,4.80078125
2007,Richard Gant,4.80078125
2007,Sean Bean,5.8984375
2007,Danny Dyer,5.8984375
2007,Rupert Friend,5.8984375
2007,Sean Harris,5.8984375
2007,Lennie James,5.8984375
2007,Keri Russell,6.69921875
2007,Nathan Fillion,6.69921875
2007,Andy Griffith,6.69921875
2007,Cheryl Hines,6.69921875
2007,Eddie Jemison,6.69921875
2007,David Lee Smith,7.6015625
2007,Tony Todd,7.6015625
2007,John Billingsley,7.6015625
2007,Ellen Crawford,7.6015625
2007,Annika Peterson,7.6015625
2007,Jason Lee,5.0
2007,Peter Dinklage,5.0
2007,Jim Belushi,5.0
2007,Patrick Warburton,5.0
2007,Alex Neuberger,5.0
2007,Wes Bentley,5.80078125
2007,Rachel Nichols,5.80078125
2007,Simon Reynolds,5.80078125
2007,Philip Akin,5.80078125
2007,Miranda Edwards,5.80078125
2007,Milla Jovovich,6.0
2007,Oded Fehr,6.0
2007,Ali Larter,6.0
2007,Iain Glen,6.0
2007,Mike Epps,6.0
2007,Michelle Morgan,5.30078125
2007,Joshua Close,5.30078125
2007,Shawn Roberts,5.30078125
2007,Amy Lalonde,5.30078125
2007,Joe Dinicol,5.30078125
2007,Brad Pitt,6.8984375
2007,Casey Affleck,6.8984375
2007,Sam Shepard,6.8984375
2007,Mary-Louise Parker,6.8984375
2007,Paul Schneider,6.8984375
2007,Angelina Jolie,6.69921875
2007,Dan Futterman,6.69921875
2007,Irrfan Khan,6.69921875
2007,Archie Panjabi,6.69921875
2007,Denis O'Hare,6.69921875
2007,Matthew Macfadyen,6.69921875
2007,Alan Tudyk,6.69921875
2007,Peter Dinklage,6.69921875
2007,Keeley Hawes,6.69921875
2007,Andy Nyman,6.69921875
2007,Hilary Swank,5.3984375
2007,David Morrissey,5.3984375
2007,Idris Elba,5.3984375
2007,AnnaSophia Robb,5.3984375
2007,Stephen Rea,5.3984375
2007,Halle Berry,5.30078125
2007,Bruce Willis,5.30078125
2007,Giovanni Ribisi,5.30078125
2007,Richard Portnow,5.30078125
2007,Gary Dourdan,5.30078125
2007,Artur Å»mijewski,6.0
2007,Maja Ostaszewska,6.0
2007,Andrzej Chyra,6.0
2007,Danuta Stenka,6.0
2007,Jan Englert,6.0
2007,Jane Fonda,5.3984375
2007,Lindsay Lohan,5.3984375
2007,Felicity Huffman,5.3984375
2007,Dermot Mulroney,5.3984375
2007,Cary Elwes,5.3984375
2007,Eddie Murphy,5.30078125
2007,Thandie Newton,5.30078125
2007,Terry Crews,5.30078125
2007,Clifton Powell,5.30078125
2007,Lester Speight,5.30078125
2007,Drew Barrymore,6.1015625
2007,Hugh Grant,6.1015625
2007,Scott Porter,6.1015625
2007,Brad Garrett,6.1015625
2007,Haley Bennett,6.1015625
2007,Omar Metwally,5.69921875
2007,Reese Witherspoon,5.69921875
2007,Jake Gyllenhaal,5.69921875
2007,Moa Khouas,5.69921875
2007,Zineb Oukach,5.69921875
2007,Demi Moore,6.6015625
2007,Michael Caine,6.6015625
2007,Lambert Wilson,6.6015625
2007,Nathaniel Parker,6.6015625
2007,Shaughan Seymour,6.6015625
2007,Uma Thurman,6.19921875
2007,Evan Rachel Wood,6.19921875
2007,Eva Amurri Martino,6.19921875
2007,Gabrielle Brennan,6.19921875
2007,Brett Cullen,6.19921875
2007,Rob Schneider,6.0
2007,David Carradine,6.0
2007,Jennifer Morrison,6.0
2007,Scott Wilson,6.0
2007,Richard Kind,6.0
2007,Mike Myers,5.69921875
2007,Eddie Murphy,5.69921875
2007,Cameron Diaz,5.69921875
2007,Antonio Banderas,5.69921875
2007,Cody Cameron,5.69921875
2007,Eric Bana,5.5
2007,Drew Barrymore,5.5
2007,Robert Duvall,5.5
2007,Debra Messing,5.5
2007,Robert Downey Jr.,5.5
2007,John Cusack,7.0
2007,Bobby Coleman,7.0
2007,Amanda Peet,7.0
2007,Joan Cusack,7.0
2007,Oliver Platt,7.0
2007,Tommy Lee Jones,6.19921875
2007,Charlize Theron,6.19921875
2007,Susan Sarandon,6.19921875
2007,Frances Fisher,6.19921875
2007,James Franco,6.19921875
2007,Sam Riley,7.0
2007,Samantha Morton,7.0
2007,Alexandra Maria Lara,7.0
2007,Joe Anderson,7.0
2007,James Anthony Pearson,7.0
2007,Dane Cook,5.5
2007,Jessica Alba,5.5
2007,Dan Fogler,5.5
2007,Ellia English,5.5
2007,Lonny Ross,5.5
2007,Michelle Forbes,6.80078125
2007,Stephanie Jacobsen,6.80078125
2007,Graham Beckel,6.80078125
2007,Jamie Bamber,6.80078125
2007,Edward James Olmos,6.80078125
2007,Ryan Reynolds,5.8984375
2007,Melissa McCarthy,5.8984375
2007,Hope Davis,5.8984375
2007,Elle Fanning,5.8984375
2007,David Denman,5.8984375
2007,Kal Penn,3.400390625
2007,Adam Campbell,3.400390625
2007,Jennifer Coolidge,3.400390625
2007,Jayma Mays,3.400390625
2007,Faune A. Chambers,3.400390625
2007,Meg Ryan,6.0
2007,Kristen Stewart,6.0
2007,Adam Brody,6.0
2007,JoBeth Williams,6.0
2007,Olympia Dukakis,6.0
2007,Ian McShane,4.69921875
2007,Christopher Eccleston,4.69921875
2007,Gregory Smith,4.69921875
2007,Jonathan Jackson,4.69921875
2007,Wendy Crewson,4.69921875
2007,Evan Rachel Wood,6.0
2007,Brian Cox,6.0
2007,Luke Wilson,6.0
2007,David Cross,6.0
2007,Justin Long,6.0
2007,Scarlett Johansson,6.0
2007,Laura Linney,6.0
2007,Chris Evans,6.0
2007,Paul Giamatti,6.0
2007,Nicholas Art,6.0
2007,Diane Keaton,5.80078125
2007,Mandy Moore,5.80078125
2007,Gabriel Macht,5.80078125
2007,Tom Everett Scott,5.80078125
2007,Lauren Graham,5.80078125
2007,Denzel Washington,6.6015625
2007,Nate Parker,6.6015625
2007,Forest Whitaker,6.6015625
2007,Denzel Whitaker,6.6015625
2007,Kimberly Elise,6.6015625
2007,Anna Paquin,6.6015625
2007,Brian Cox,6.6015625
2007,Leslie Bibb,6.6015625
2007,Rochelle Aytes,6.6015625
2007,Quinn Lord,6.6015625
2007,Bam Margera,6.1015625
2007,Steve-O,6.1015625
2007,Chris Pontius,6.1015625
2007,Johnny Knoxville,6.1015625
2007,Preston Lacy,6.1015625
2007,Bryce Johnson,6.6015625
2007,Paul Nakauchi,6.6015625
2007,Kevin Michael Richardson,6.6015625
2007,Michael Yama,6.6015625
2007,Susan Spano,6.6015625
2007,Hilary Swank,7.5
2007,Scott Glenn,7.5
2007,Imelda Staunton,7.5
2007,Patrick Dempsey,7.5
2007,Mario,7.5
2007,Justin Chatwin,5.8984375
2007,Margarita Levieva,5.8984375
2007,Marcia Gay Harden,5.8984375
2007,Chris Marquette,5.8984375
2007,Callum Keith Rennie,5.8984375
2007,Evan Rachel Wood,6.80078125
2007,Jim Sturgess,6.80078125
2007,Joe Anderson,6.80078125
2007,Dana Fuchs,6.80078125
2007,Martin Luther,6.80078125
2007,Billy Bob Thornton,4.69921875
2007,Seann William Scott,4.69921875
2007,Susan Sarandon,4.69921875
2007,Amy Poehler,4.69921875
2007,Ethan Suplee,4.69921875
2007,Andy Samberg,6.1015625
2007,Isla Fisher,6.1015625
2007,Bill Hader,6.1015625
2007,Sissy Spacek,6.1015625
2007,Danny McBride,6.1015625
2007,Richard Gere,6.80078125
2007,Terrence Howard,6.80078125
2007,James Brolin,6.80078125
2007,Diane Kruger,6.80078125
2007,Jesse Eisenberg,6.80078125
2007,Asia Argento,4.6015625
2007,Cristian Solimeno,4.6015625
2007,Adam James,4.6015625
2007,Moran Atias,4.6015625
2007,Valeria Cavalli,4.6015625
2007,Joaquin Phoenix,6.3984375
2007,Eva Mendes,6.3984375
2007,Alex Veadov,6.3984375
2007,Mark Wahlberg,6.3984375
2007,Robert Duvall,6.3984375
2007,Khalid Abdalla,7.30078125
2007,Atossa Leoni,7.30078125
2007,Shaun Toub,7.30078125
2007,Zekeria Ebrahimi,7.30078125
2007,Ahmad Khan Mahmoodzada,7.30078125
2007,Kate Beckinsale,5.8984375
2007,Luke Wilson,5.8984375
2007,Ethan Embry,5.8984375
2007,Scott G. Anderson,5.8984375
2007,Frank Whaley,5.8984375
2007,Steve Carell,6.5
2007,Juliette Binoche,6.5
2007,Dane Cook,6.5
2007,Dianne Wiest,6.5
2007,John Mahoney,6.5
2007,Dries Van Hegen,6.5
2007,Gunter Lamoot,6.5
2007,Norman Baert,6.5
2007,Sam Louwyck,6.5
2007,Dolores Bouckaert,6.5
2007,Amanda Bynes,5.8984375
2007,Sara Paxton,5.8984375
2007,Matt Long,5.8984375
2007,Jeremy Howard,5.8984375
2007,Danny Strong,5.8984375
2007,Steve Austin,5.80078125
2007,Vinnie Jones,5.80078125
2007,Robert Mammone,5.80078125
2007,Tory Mussett,5.80078125
2007,Manu Bennett,5.80078125
2007,Colin Farrell,6.1015625
2007,Ewan McGregor,6.1015625
2007,Hayley Atwell,6.1015625
2007,Sally Hawkins,6.1015625
2007,Tom Wilkinson,6.1015625
2007,Maria Bello,6.19921875
2007,Emily Blunt,6.19921875
2007,Amy Brenneman,6.19921875
2007,Hugh Dancy,6.19921875
2007,Maggie Grace,6.19921875
2007,Elisha Cuthbert,4.5
2007,Daniel Gillies,4.5
2007,Pruitt Taylor Vince,4.5
2007,Laz Alonso,4.5
2007,Chrysta Olson,4.5
2007,Kuno Becker,5.69921875
2007,Stephen Dillane,5.69921875
2007,Anna Friel,5.69921875
2007,Leonor Varela,5.69921875
2007,Elizabeth PeÃ±a,5.69921875
2007,Robin Williams,5.1015625
2007,Mandy Moore,5.1015625
2007,John Krasinski,5.1015625
2007,Eric Christian Olsen,5.1015625
2007,Christine Taylor,5.1015625
2007,Michelle Pfeiffer,5.30078125
2007,Paul Rudd,5.30078125
2007,Saoirse Ronan,5.30078125
2007,Stacey Dash,5.30078125
2007,Fred Willard,5.30078125
2007,Pierce Brosnan,6.1015625
2007,Maria Bello,6.1015625
2007,Gerard Butler,6.1015625
2007,Emma Karwandy,6.1015625
2007,Claudette Mink,6.1015625
2007,Joaquin Phoenix,6.69921875
2007,Jennifer Connelly,6.69921875
2007,Elle Fanning,6.69921875
2007,Sean Curley,6.69921875
2007,Mark Ruffalo,6.69921875
2007,George Clooney,6.30078125
2007,Tom Wilkinson,6.30078125
2007,Tilda Swinton,6.30078125
2007,Sydney Pollack,6.30078125
2007,Michael O'Keefe,6.30078125
2007,Ryan Gosling,7.0
2007,Emily Mortimer,7.0
2007,Paul Schneider,7.0
2007,Kelli Garner,7.0
2007,Lauren Ash,7.0
2007,Frank Welker,5.6015625
2007,Rajia Baroudi,5.6015625
2007,Gregg Berger,5.6015625
2007,Greg Eagles,5.6015625
2007,Jason Marsden,5.6015625
2007,Alexander Nathan Etel,6.19921875
2007,Emily Watson,6.19921875
2007,Ben Chaplin,6.19921875
2007,David Morrissey,6.19921875
2007,Priyanka Xi,6.19921875
2007,Kevin Bacon,6.5
2007,Garrett Hedlund,6.5
2007,Kelly Preston,6.5
2007,Jordan Garrett,6.5
2007,John Goodman,6.5
2007,Paul Walker,5.6015625
2007,Laurence Fishburne,5.6015625
2007,Olivia Wilde,5.6015625
2007,Jason Lewis,5.6015625
2007,Michael Bowen,5.6015625
2007,Agnes Bruckner,5.6015625
2007,Hugh Dancy,5.6015625
2007,Katja Riemann,5.6015625
2007,Olivier Martinez,5.6015625
2007,Bryan Dick,5.6015625
2007,Carmen Electra,5.0
2007,Tom Riley,5.0
2007,Tom Burke,5.0
2007,Eddie Marsan,5.0
2007,Michelle Ryan,5.0
2007,Amanda Righetti,5.30078125
2007,Cerina Vincent,5.30078125
2007,Erik Palladino,5.30078125
2007,Tom Riley,5.30078125
2007,Jeffrey Combs,5.30078125
2007,Radha Mitchell,6.0
2007,Michael Vartan,6.0
2007,Sam Worthington,6.0
2007,Mia Wasikowska,6.0
2007,Caroline Brazier,6.0
2007,Diana Glenn,6.0
2007,Maeve Dermody,6.0
2007,Andy Rodoreda,6.0
2007,Ben Oxenbould,6.0
2007,Fiona Press,6.0
2007,Ellen Page,7.19921875
2007,Catherine Keener,7.19921875
2007,Hayley McFarland,7.19921875
2007,Nick Searcy,7.19921875
2007,Romy Rosemont,7.19921875
2007,Lindsay Lohan,5.80078125
2007,Jared Leto,5.80078125
2007,Mark Lindsay Chapman,5.80078125
2007,Mariko Takai,5.80078125
2007,Ursula Abbott,5.80078125
2007,Joseph Gordon-Levitt,6.69921875
2007,Jeff Daniels,6.69921875
2007,Matthew Goode,6.69921875
2007,Isla Fisher,6.69921875
2007,Carla Gugino,6.69921875
2007,Jean Dujardin,7.1015625
2007,Laurent Lucas,7.1015625
2007,AgnÃ¨s Blanchot,7.1015625
2007,AurÃ©lien Recoing,7.1015625
2007,Jacques Frantz,7.1015625
2007,Sarah Michelle Gellar,5.1015625
2007,Alec Baldwin,5.1015625
2007,Maggie Grace,5.1015625
2007,James Naughton,5.1015625
2007,Renee O'Connor,4.8984375
2007,Mae Whitman,4.8984375
2007,Michael Graziadei ,4.8984375
2007,Tobin Bell,4.8984375
2007,Matt Cohen,4.8984375
2007,Jean-Claude Van Damme,4.3984375
2007,Selina Giles,4.3984375
2007,Mark Dymond,4.3984375
2007,William Ash,4.3984375
2007,Stephen Lord,4.3984375
2007,Candace Bailey,6.19921875
2007,Bob Bergen,6.19921875
2007,Ahmed Best,6.19921875
2007,Seth Green,6.19921875
2007,Abraham Benrubi,6.19921875
2007,Brendan Fraser,6.0
2007,Andy GarcÃ­a,6.0
2007,Sarah Michelle Gellar,6.0
2007,Clark Gregg,6.0
2007,Emile Hirsch,6.0
2007,Josh Randall,5.19921875
2007,Nick Searcy,5.19921875
2007,Beth Broderick,5.19921875
2007,Sascha Rosemann,5.19921875
2007,T.W. Leshner,5.19921875
2007,Michael Moore,7.0
2007,George W. Bush,7.0
2007,Bill Clinton,7.0
2007,Hillary Clinton,7.0
2007,Billy Crystal,7.0
2007,Karl Urban,5.3984375
2007,Moon Bloodgood,5.3984375
2007,Russell Means,5.3984375
2007,Clancy Brown,5.3984375
2007,Jay Tavare,5.3984375
2007,Casey Affleck,7.0
2007,Michelle Monaghan,7.0
2007,Morgan Freeman,7.0
2007,Ed Harris,7.0
2007,John Ashton,7.0
2007,Laura Linney,6.69921875
2007,Philip Seymour Hoffman,6.69921875
2007,Philip Bosco,6.69921875
2007,Cara Seymour,6.69921875
2007,Peter Friedman,6.69921875
2007,Ron Perlman,6.69921875
2007,Selma Blair,6.69921875
2007,John Hurt,6.69921875
2007,Doug Jones,6.69921875
2007,Peri Gilpin,6.69921875
2007,Emily Blunt,5.6015625
2007,Ashton Holmes,5.6015625
2007,Martin Donovan,5.6015625
2007,Ned Bellamy,5.6015625
2007,Shirley MacLaine,6.69921875
2007,Christopher Plummer,6.69921875
2007,Dylan Roberts,6.69921875
2007,Gene Dinovi,6.69921875
2007,Neve Campbell,6.69921875
2007,Aaron Abrams,6.19921875
2007,Carly Pope,6.19921875
2007,Kristin Booth,6.19921875
2007,Josh Dean,6.19921875
2007,Sonja Bennett,6.19921875
2007,Trevor Wright,7.6015625
2007,Tricia Pierce,7.6015625
2007,Brad Rowe,7.6015625
2007,Tina Holmes,7.6015625
2007,Jackson Wurth,7.6015625
2007,John C. Reilly,6.5
2007,Jenna Fischer,6.5
2007,Tim Meadows,6.5
2007,Kristen Wiig,6.5
2007,Raymond J. Barry,6.5
2007,Michael Herbig,5.8984375
2007,Christian Tramitz,5.8984375
2007,Waldemar Kobus,5.8984375
2007,Rick Kavanian,5.8984375
2007,Gerd Knebel,5.8984375
2007,Andrew Garfield,7.0
2007,Katie Lyons,7.0
2007,Peter Mullan,7.0
2007,Alfie Owen,7.0
2007,Shaun Evans,7.0
2007,Aaron Eckhart,5.8984375
2007,Jessica Alba,5.8984375
2007,Elizabeth Banks,5.8984375
2007,Timothy Olyphant,5.8984375
2007,Logan Lerman,5.8984375
2007,Elisabeth Shue,4.6015625
2007,Steven Mackintosh,4.6015625
2007,Kathleen Chalfant,4.6015625
2007,Khandi Alexander,4.6015625
2007,Carolyn Gilroy,4.6015625
2007,Halle Berry,6.5
2007,Benicio del Toro,6.5
2007,David Duchovny,6.5
2007,Alison Lohman,6.5
2007,Sarah Dubrovsky,6.5
2007,Catherine Zeta-Jones,5.3984375
2007,Guy Pearce,5.3984375
2007,Timothy Spall,5.3984375
2007,Saoirse Ronan,5.3984375
2007,Malcolm Shields,5.3984375
2007,Selma Blair,5.0
2007,Melissa George,5.0
2007,Stellan SkarsgÃ¥rd,5.0
2007,Sally Hawkins,5.0
2007,John Sharian,5.0
2007,John Leguizamo,5.30078125
2007,Katherine Waterston,5.30078125
2007,Cynthia Nixon,5.30078125
2007,Andy Comeau,5.30078125
2007,Denis O'Hare,5.30078125
2007,Chris Cooper,6.19921875
2007,Pierce Brosnan,6.19921875
2007,Patricia Clarkson,6.19921875
2007,Rachel McAdams,6.19921875
2007,David Wenham,6.19921875
2007,Josh Hutcherson,6.19921875
2007,Bruce Greenwood,6.19921875
2007,Bill Nunn,6.19921875
2007,Scotch Ellis Loring,6.19921875
2007,Teddy Sears,6.19921875
2007,Jude Law,6.5
2007,Michael Caine,6.5
2007,Harold Pinter,6.5
2007,Carmel O'Sullivan,6.5
2007,Kenneth Branagh,6.5
2007,Zooey Deschanel,6.80078125
2007,Alan Cumming,6.80078125
2007,Neal McDonough,6.80078125
2007,Kathleen Robertson,6.80078125
2007,Raoul Max Trujillo,6.80078125
2007,Chris O'Neil,5.3984375
2007,Rhiannon Leigh Wryn,5.3984375
2007,Joely Richardson,5.3984375
2007,Timothy Hutton,5.3984375
2007,Rainn Wilson,5.3984375
2007,Adrian Paul,3.400390625
2007,Thekla Reuten,3.400390625
2007,Cristian Solimeno,3.400390625
2007,Peter Wingfield,3.400390625
2007,Jim Byrnes,3.400390625
2007,Adam Sandler,7.0
2007,Don Cheadle,7.0
2007,Jada Pinkett Smith,7.0
2007,Liv Tyler,7.0
2007,Saffron Burrows,7.0
2007,Javier Bardem,6.6015625
2007,Unax Ugalde,6.6015625
2007,Benjamin Bratt,6.6015625
2007,Catalina Sandino Moreno,6.6015625
2007,HÃ©ctor Elizondo,6.6015625
2007,Willem Dafoe,5.30078125
2007,Scott Speedman,5.30078125
2007,Peter Stormare,5.30078125
2007,Clea DuVall,5.30078125
2007,James Rebhorn,5.30078125
2007,Nathan Phillips,5.1015625
2007,Nadia Bjorlin,5.1015625
2007,Eddie Griffin,5.1015625
2007,Tim Matheson,5.1015625
2007,Jesse Johnson,5.1015625
2007,Matthew Knoll,6.0
2007,Elliott Ruiz,6.0
2007,Eric Mehalacopoulos,6.0
2007,Nathan De La Cruz,6.0
2007,Andrew McLaren,6.0
2007,Cate Blanchett,6.5
2007,Heath Ledger,6.5
2007,Julianne Moore,6.5
2007,Ben Whishaw,6.5
2007,Charlotte Gainsbourg,6.5
2007,Imanol Arias,5.1015625
2007,Natalia RodrÃ­guez,5.1015625
2007,Carlos Sobera,5.1015625
2007,Dana Snyder,6.6015625
2007,Carey Means,6.6015625
2007,Dave Willis,6.6015625
2007,Andy Merrill,6.6015625
2007,Bruce Campbell,6.6015625
2007,Samuel L. Jackson,5.3984375
2007,Josh Hartnett,5.3984375
2007,Alan Alda,5.3984375
2007,Teri Hatcher,5.3984375
2007,Kathryn Morris,5.3984375
2007,Ekateryna Rak,5.8984375
2007,Paul Hofmann,5.8984375
2007,Michael Thomas,5.8984375
2007,Susanne Lothar,5.8984375
2007,Natalya Baranova,5.8984375
2007,Patton Oswalt,6.6015625
2007,Peter Sohn,6.6015625
2007,Lou Romano,6.6015625
2007,Sigmund Vik,6.6015625
2007,Jim Capobianco,6.6015625
2007,Anna Paquin,5.3984375
2007,Chevez Ezaneh,5.3984375
2007,August Schellenberg,5.3984375
2007,Duane Howard,5.3984375
2007,Aidan Quinn,5.3984375
2007,Nadia FarÃ¨s,5.3984375
2007,Robert Taylor,5.3984375
2007,John Brumpton,5.3984375
2007,David Lyons,5.3984375
