release_year,director
1999,Jake Scott
1999,Simon Curtis
1999,Curt Geda
1999,Dan Riba
1999,Yukio Suzuki
1999,Butch Lukic
1999,Duwayne Dunham
1999,Damien O'Donnell
1999,Jeff Pollack
1999,Tim Haines
1999,Jasper James
1999,Steve Boyum
1999,David Steinberg
1999,Abbas Kiarostami
1999,Adrian Edmondson
1999,Franco Zeffirelli
1999,Kenneth R. Koch
1999,Rocco Urbisci
1999,Gabriele Muccino
1999,Jackie Chan
1999,Jim Stenstrum
1999,Craig R. Baxley
1999,David Lynch
1999,John Mathew Matthan
2000,Ridley Scott
2000,Christopher Nolan
2000,Ron Howard
2000,Robert Zemeckis
2000,Guy Ritchie
2000,John Woo
2000,Harold Ramis
2000,Keenen Ivory Wayans
2000,Mark Dindal
2000,Nancy Meyers
2000,Ralph Zondag
2000,Eric Leighton
2000,McG
2000,Peter Lord
2000,Nick Park
2000,Roland Emmerich
2000,James Wong
2000,David McNally
2000,Andrzej Bartkowiak
2000,Jonathan Mostow
2000,Stephen Daldry
2000,Dominic Sena
2000,Steven Soderbergh
2000,Jay Roach
2000,Joel Coen
2000,David Twohy
2000,Ben Younger
2000,Don Michael Paul
2000,Bibo Bergeron
2000,Donald Petrie
2000,Gregory Hoblit
2000,Darren Aronofsky
2000,Mimi Leder
2000,Rob LaDuca
2000,Robert C. Ramirez
2000,Paul Verhoeven
2000,Raja Gosnell
2000,Mary Harron
2000,Lars von Trier
2000,Todd Phillips
2000,Boaz Yakin
2000,Sam Raimi
2000,Robert Redford
2000,Steven Soderbergh
2000,Danny Leiner
2000,Brett Ratner
2000,Charles Grosvenor
2000,Roger Spottiswoode
2000,Rob Cohen
2000,Ralph Eggleston
2000,Peter Farrelly
2000,Bobby Farrelly
2000,Tom Dey
2000,M. Night Shyamalan
2000,Clint Eastwood
2000,Jonathan Lynn
2000,Cameron Crowe
2000,Peyton Reed
2000,Lasse HallstrÃ¶m
2000,Stephen Frears
2000,Antony Hoffman
2000,Brian De Palma
2000,Tarsem Singh
2000,John Singleton
2000,Douglas McCarthy
2000,Stephen T. Kay
2000,Howard Deutch
2000,Joe Charbanic
2000,Brian Levant
2000,Allan A. Goldstein
2000,Roger Donaldson
2000,Danny Boyle
2000,Christopher McQuarrie
2000,Curt Geda
2000,Wolfgang Petersen
2000,David M. Evans
2000,Steven Brill
2000,James Gray
2000,Don Bluth
2000,Gary Goldman
2000,Betty Thomas
2000,Wes Craven
2000,Joe Chappelle
2000,Martin Campbell
2000,John Frankenheimer
2000,Doug Lefler
2000,Woody Allen
2000,Tad Stones
2000,Jun Falkenstein
2000,Steve Carr
2000,Patrick Lussier
2000,Kathryn Bigelow
2000,Christopher Guest
2000,Roland JoffÃ©
2000,John Ottman
2000,"George Tillman, Jr."
2000,Robert Zemeckis
2000,William Friedkin
2000,Gus Van Sant
2000,Joel Schumacher
2000,Pontus LÃ¶wenhielm
2000,Patrick von Krusenstjerna
2000,Mamoru Hosoda
2000,Shigeyasu Yamauchi
2000,Robert Iscove
2000,John Fawcett
2000,Kevin Lima
2000,Peter Segal
2000,Craig Shapiro
2000,Edward Norton
2000,Owen Hurley
2000,Janusz Kaminski
2000,Walter Hill
2000,Jack Sholder
2000,David Carson
2000,Herbert Wise
2000,Roger Kumble
2000,John Harrison
2000,Don Roos
2000,Rod Lurie
2000,Amy Heckerling
2000,Matt Williams
2000,Neil LaBute
2000,Taylor Hackford
2000,Christian Duguay
2000,David Raynr
2000,Curtis Hanson
2000,Jon Turteltaub
2000,Andrew Dominik
2000,Stig Bergqvist
2000,Douglas Aarniokoski
2000,Gina Prince-Bythewood
2000,Ed Bye
2000,Michael Davis
2000,Fina Torres
2000,Jonathan Glazer
2000,Chuck Russell
2000,Davis Guggenheim
2000,Philip Kaufman
2000,Wim Wenders
2000,John Schlesinger
2000,Stephen Frears
2000,Courtney Solomon
2000,Bharat Nalluri
2000,Reginald Hudlin
2000,Steve Buscemi
2000,Michael Almereyda
2000,Stephen Hopkins
2000,Brian Robbins
2000,Thaddeus O'Sullivan
2000,Nicholas Hytner
2000,Julian Schnabel
2000,Richard Clabaugh
2000,Bonnie Hunt
2000,Yves Simoneau
2000,Joe Berlinger
2000,Kris Isacsson
2000,Nigel Cole
2000,Greg Berlanti
2000,Masamitsu Hidaka
2000,Hiroyuki Kitakubo
2000,Bruce Paltrow
2000,Mike Nichols
2000,Kathi Castillo
2000,Nick Gomez
2000,Michael Coldewey
2000,Michel Lemire
2000,Eric Blakeney
2000,Scott Derrickson
2000,Tobe Hooper
2000,John Blanchard
2000,Robert Lee King
2000,Hugh Hudson
2000,Brad Anderson
2000,Antoine Fuqua
2000,Bryan Singer
2000,Karyn Kusama
2000,Jane Anderson
2000,Martha Coolidge
2000,Anne Heche
2000,Tamra Davis
2000,Patrick Lussier
2000,Christian Faure
2000,John Waters
2000,Fabien Onteniente
2000,Cesc Gay
2000,Robert Altman
2000,Joan Chen
2000,James Ivory
2000,Sally Potter
2000,Stan Lathan
2000,Rob Sitch
2000,Gerard Stembridge
2000,Julien Temple
2000,Geoffrey Wright
2000,Dominic Anciano
2000,Ray Burdis
2000,AgnÃ¨s Jaoui
2000,Josef Fares
2000,Terry Winsor
2000,Mark Piznarski
2000,Mike Figgis
2000,Nora Ephron
2000,Chris Koch
2000,Jay Russell
2000,George A. Romero
2000,Bill Corcoran
2000,Philip G. Atwell
2000,Mark Rosman
2000,Rob Spera
2000,Ed Harris
2000,Jim Kammerud
2000,Uli Edel
2000,Mark Henn
2000,E. Elias Merhige
2000,Vic Sarin
2000,Joe Berlinger
2000,Bruce Sinofsky
2000,Jim Stenstrum
2000,Des McAnuff
2000,Lukas Moodysson
2000,John Swanbeck
2000,Kenneth Lonergan
2000,Billy Bob Thornton
2000,Paul McGuigan
2000,Steven Robman
2000,Olaf Lubaszenko
2000,Vidhu Vinod Chopra
2000,Aleksey Balabanov
2000,David Mamet
2000,Blair Treu
2000,James Bobin
2000,Steve Smith
2000,Diane Keaton
2000,Don Hertzfeldt
2000,Mary Lambert
2000,Aziz Mirza
2000,Jenniphr Goodman
2000,David Gordon Green
2000,Karen Disher
2000,Guy Moore
2001,Peter Jackson
2001,Chris Columbus
2001,David Lynch
2001,Richard Kelly
2001,Lee Unkrich
2001,David Silverman
2001,Pete Docter
2001,Steven Spielberg
2001,Andrew Adamson
2001,Vicky Jenson
2001,Sharon Maguire
2001,Steven Soderbergh
2001,Michael Bay
2001,Stephen Sommers
2001,Gary Trousdale
2001,Kirk Wise
2001,Simon West
2001,Ron Howard
2001,J.B. Rogers
2001,Garry Marshall
2001,Baz Luhrmann
2001,Tim Burton
2001,Wes Anderson
2001,Ted Demme
2001,Jean-Jacques Annaud
2001,Ridley Scott
2001,Robert Luketic
2001,Brian Helgeland
2001,Ben Stiller
2001,Joel Gallen
2001,Keenen Ivory Wayans
2001,Brett Ratner
2001,Antoine Fuqua
2001,Alejandro AmenÃ¡bar
2001,John A. Davis
2001,Kevin Smith
2001,Peter Chelsom
2001,Lawrence Guterman
2001,Cameron Crowe
2001,Pete Docter
2001,Roger Gould
2001,Chris Nahon
2001,Tony Scott
2001,Dominic Sena
2001,Bobby Farrelly
2001,Peter Farrelly
2001,Owen Hurley
2001,Darrell Rooney
2001,Jeannine Roussel
2001,Peter Howitt
2001,Hironobu Sakaguchi
2001,Motonori Sakakibara
2001,Richard Linklater
2001,Michael Cristofer
2001,Steve Carr
2001,John Moore
2001,Victor Salva
2001,James Mangold
2001,Joe Roth
2001,Albert Hughes
2001,Allen Hughes
2001,Rod Lurie
2001,Lee Tamahori
2001,Jay Chandrasekhar
2001,Adam Shankman
2001,Jerry Zucker
2001,Robert Altman
2001,James Isaac
2001,Gore Verbinski
2001,John Dahl
2001,Jessie Nelson
2001,Nick Hamm
2001,Ringo Lam
2001,Brent Maddock
2001,Harald Zwart
2001,Stephen Herek
2001,Jamie Mitchell
2001,Iain Softley
2001,Tony Goldwyn
2001,Paddy Breathnach
2001,Gary Fleder
2001,Steve Beck
2001,Simon Wincer
2001,Bill Paxton
2001,Tony Craig
2001,Rick Schneider-Calabash
2001,Roberts Gannaway
2001,Luis Mandoki
2001,Irwin Winkler
2001,Lasse HallstrÃ¶m
2001,Scott Hicks
2001,Terry Zwigoff
2001,Daniel Sackheim
2001,John Herzfeld
2001,Tim Blake Nelson
2001,Brian Robbins
2001,Ivan Reitman
2001,Tommy O'Haver
2001,David Mirkin
2001,Michael Mann
2001,Phil Alden Robinson
2001,Richard Loncraine
2001,Mikael Salomon
2001,David Nutter
2001,Tom Hanks
2001,David Leland
2001,David Frankel
2001,Tony To
2001,Brad Anderson
2001,Frank Oz
2001,Marc Forster
2001,Dennie Gordon
2001,Charles Grosvenor
2001,Andrzej Bartkowiak
2001,John Boorman
2001,Pat O'Connor
2001,Jesse Dylan
2001,Chris Weitz
2001,Paul Weitz
2001,Gregory Poirier
2001,Petter NÃ¦ss
2001,Frank Darabont
2001,Demian Lichtenstein
2001,Uli Edel
2001,Richard Linklater
2001,Chris Angel
2001,Sam Weisman
2001,Farhan Akhtar
2001,John Carpenter
2001,Dennis Dugan
2001,Woody Allen
2001,Penny Marshall
2001,Jean de Segonzac
2001,Bobby Farrelly
2001,Peter Farrelly
2001,Joel Coen
2001,James Wong
2001,Gregor Jordan
2001,Mark Waters
2001,Michael Apted
2001,Rob Cohen
2001,Michel Gondry
2001,Thomas Carter
2001,Charles Shyer
2001,Larry Clark
2001,Kari Skogland
2001,Todd Field
2001,Robert Rodriguez
2001,Sean Penn
2001,John Cameron Mitchell
2001,Barry Skolnick
2001,Barry Levinson
2001,Luke Greenfield
2001,Brian Koppelman
2001,David Levien
2001,Josh Oreck
2001,Jean-Marie PoirÃ©
2001,John Stockwell
2001,Erik SkjoldbjÃ¦rg
2001,Mojtaba Mirtahasebi
2001,Kaveh Moinfar
2001,Mohsen Makhmalbaf
2001,Renny Harlin
2001,Brendan Malloy
2001,Emmett Malloy
2001,Patrice ChÃ©reau
2001,Lloyd Kaufman
2001,Peter Hewitt
2001,Les Mayfield
2001,Ridley Scott
2001,Harold Becker
2001,Tom McLoughlin
2001,Jez Butterworth
2001,Chuck Sheetz
2001,Sandra Goldbacher
2001,Gary Fleder
2001,John Duigan
2001,Bill Bannerman
2001,Ray Lawrence
2001,Sam Irvin
2001,Steve Miner
2001,Allan Arkush
2001,Gillian Armstrong
2001,David M. Evans
2001,Mike Tollin
2001,David Wain
2001,Jamie Blanks
2001,Albert Pyun
2001,David Mamet
2001,Ariel Zeitoun
2001,Julien Seri
2001,Brian Henson
2001,Henry Bean
2001,Tim Hill
2001,Henry Selick
2001,John Whitesell
2001,Todd Solondz
2001,Nicole Holofcener
2001,Billy Crystal
2001,Dick Lowry
2001,Louis C.K.
2001,John Irvin
2001,Rob Pritts
2001,John Pasquin
2001,David L. Cunningham
2001,Caroline Thompson
2001,Richard Eyre
2001,Jon Avnet
2001,Gil Junger
2001,Mark Joffe
2001,Mike Nichols
2001,Jim Stenstrum
2001,Joe Johnston
2001,Tim Blake Nelson
2001,Harry Elfont
2001,Deborah Kaplan
2001,John Madden
2001,Jonas McCord
2001,Sheldon Lettich
2001,Steve Rash
2001,Mark Rydell
2001,Tom Green
2001,Matt Codd
2001,Vicky Jenson
2001,Andrew Adamson
2001,Manny Coto
2001,Charles Herman-Wurmfeld
2001,Jan Harlan
2001,Steve Boyum
2001,Philippe Harel
2001,Peter Hyams
2001,Peter Bogdanovich
2001,J.S. Cardone
2001,Russell Mulcahy
2001,Michael Cuesta
2001,J.B. Rogers
2001,Blair Hayes
2001,Alastair Fothergill
2001,Frank Pierson
2001,David Atkins
2001,Francine McDougall
2001,Craig Shapiro
2001,William R. Kowalchuk Jr.
2001,Ernest R. Dickerson
2001,Stacy Peralta
2001,Roman Coppola
2001,Alan Cumming
2001,Jennifer Jason Leigh
2001,DJ Pooh
2001,Dick Maas
2001,Jon Favreau
2001,Stephen Carpenter
2001,Stuart Gordon
2001,Mariano Barroso
2001,Mary Lambert
2001,Guy Magar
2001,Steve Purcell
2001,Jean-Paul SalomÃ©
2001,LÃ©a Pool
2001,John Singleton
2001,Stuart Orme
2001,Jordan Melamed
2001,Abbas Alibhai Burmawalla
2001,Mastan Alibhai Burmawalla
2001,Paul Hoen
2001,Ã‰tienne Chatiliez
2001,George Gallo
2001,Thomas Riedelsheimer
2001,Blair Treu
2001,Maurice Devereaux
2002,Peter Jackson
2002,Chris Columbus
2002,Chris Wedge
2002,Carlos Saldanha
2002,Doug Liman
2002,Paul W.S. Anderson
2002,Sam Raimi
2002,George Lucas
2002,Steven Spielberg
2002,Barry Sonnenfeld
2002,Roman Polanski
2002,Steven Spielberg
2002,Dean DeBlois
2002,Chris Sanders
2002,Louis Leterrier
2002,Corey Yuen Kwai
2002,Rob Cohen
2002,Ron Clements
2002,John Musker
2002,Lee Tamahori
2002,Danny Boyle
2002,Wayne Wang
2002,Guillermo del Toro
2002,Martin Scorsese
2002,David Fincher
2002,Rob Minkoff
2002,Walt Becker
2002,Curtis Hanson
2002,Steven Brill
2002,Gurinder Chadha
2002,John Kafka
2002,Marc Lawrence
2002,M. Night Shyamalan
2002,Gore Verbinski
2002,Rod Daniel
2002,Adam Shankman
2002,Joel Zwick
2002,Chris Weitz
2002,Paul Weitz
2002,Bradley Raymond
2002,Andrew Davis
2002,Joel Schumacher
2002,Stuart Baird
2002,Kurt Wimmer
2002,Miguel Arteta
2002,Stephen Daldry
2002,Sam Mendes
2002,Jay Roach
2002,Michael Lembeck
2002,Christopher Nolan
2002,Steve Beck
2002,Raja Gosnell
2002,Kevin Donovan
2002,Kelly Asbury
2002,Lorna Cook
2002,Jim Gillespie
2002,Steven Shainberg
2002,Chuck Russell
2002,Betty Thomas
2002,Michael Moore
2002,Spike Lee
2002,Larry Clark
2002,Edward Lachman
2002,Victor Cook
2002,Steve Loter
2002,Don MacKinnon
2002,Lisa Schaffer
2002,Phil Alden Robinson
2002,Ronny Yu
2002,Randall Wallace
2002,Jeff Tremaine
2002,Tom Brady
2002,Julie Taymor
2002,Barbet Schroeder
2002,Spike Jonze
2002,Andy Tennant
2002,Tim Story
2002,Ron Shelton
2002,Simon Wells
2002,Walter Hill
2002,Roger Kumble
2002,Daisy von Scherler Mayer
2002,John Woo
2002,Nick Cassavetes
2002,Gary Katona
2002,Ed Wexler
2002,Michael Lehmann
2002,Owen Hurley
2002,Adrian Lyne
2002,Roger Michell
2002,Paul Thomas Anderson
2002,Kathryn Bigelow
2002,David Wu
2002,Ellory Elkayem
2002,Andrzej Sekula
2002,Michael Rymer
2002,Robert Rodriguez
2002,Charles Grosvenor
2002,Michael Apted
2002,Marcus Raboy
2002,Robin Budd
2002,Donovan Cook
2002,Douglas McGrath
2002,Stephen Herek
2002,Dewey Nicks
2002,Wallace Wolodarsky
2002,Bob Gale
2002,Rob Marshall
2002,Mark Romanek
2002,Brian De Palma
2002,Seth Kearsley
2002,Michael Caton-Jones
2002,Mark Mylod
2002,Jaume BalaguerÃ³
2002,Rob Bowman
2002,Tom Dey
2002,Andrew Niccol
2002,Carl Franklin
2002,Brad Silberling
2002,Gregory Hoblit
2002,Alexander Payne
2002,John Stockwell
2002,Clint Eastwood
2002,Steven Soderbergh
2002,Bob Dolman
2002,Shekhar Kapur
2002,Phillip Noyce
2002,Phil Weinstein
2002,Peter Mullan
2002,Ed Decter
2002,Mark Pellington
2002,Marco Brambilla
2002,Brian Levant
2002,Todd Haynes
2002,John Lee Hancock
2002,Joel Schumacher
2002,Craig R. Baxley
2002,George Clooney
2002,Roger Avary
2002,Marc Evans
2002,Rick Bota
2002,Chen Kaige
2002,Breck Eisner
2002,FÃ©lix EnrÃ­quez AlcalÃ¡
2002,John Fawcett
2002,Tobe Hooper
2002,Jeremy Kagan
2002,Michael Katleman
2002,Sergio Mimica-Gezzan
2002,Bryan Spicer
2002,Thomas J. Wright
2002,Wych Kaosayananda
2002,Harold Ramis
2002,Luis Mandoki
2002,Bob Misiorowski
2002,Woody Allen
2002,Jonas Ã…kerlund
2002,Jonathan Frakes
2002,Rick Rosenthal
2002,D.J. Caruso
2002,Neil Marshall
2002,Bob Rafelson
2002,Shawn Levy
2002,Kevin Reynolds
2002,Joe Carnahan
2002,Toni Myers
2002,John McTiernan
2002,Robert Harmon
2002,Joe Chappelle
2002,Mike Leigh
2002,Carlos Saldanha
2002,Rick Famuyiwa
2002,Tyler Perry
2002,Callie Khouri
2002,Denzel Washington
2002,Jeffrey Porter
2002,Michael Winterbottom
2002,Michael Vejar
2002,Larry Shaw
2002,Burr Steers
2002,Kari Skogland
2002,Guy Ritchie
2002,Phillip Noyce
2002,Mort Nathan
2002,Peter Kosminsky
2002,Lucky McKee
2002,Tamra Davis
2002,Ron Underwood
2002,Liliana Cavani
2002,Stephen Gaghan
2002,Tom Tykwer
2002,Robert Iscove
2002,Marcus Adams
2002,Giacomo Campiotti
2002,David Cronenberg
2002,Michael J. Bassett
2002,Brett Ratner
2002,Lisa Cholodenko
2002,Reginald Hudlin
2002,Paul Greengrass
2002,James T. Walker
2002,Tom Shadyac
2002,Cess Silvera
2002,Adam Doench
2002,Lyndale V. Pettus
2002,Charles Stone III
2002,Oliver Parker
2002,John Schultz
2002,Gus Van Sant
2002,Craig R. Baxley
2002,Peter Care
2002,Tuck Tucker
2002,David Carson
2002,Michael Hoffman
2002,Michael Kalesniko
2002,Don Michael Paul
2002,Anthony Russo
2002,Joe Russo
2002,Stephen Frears
2002,Richard J. Lewis
2002,Costa-Gavras
2002,Maggie Greenwald
2002,Jonathan Demme
2002,Jake Kasdan
2002,Troy Miller
2002,Kevin Bray
2002,Martyn Burke
2002,William Malone
2002,Robert Vince
2002,David Jacobson
2002,Cathy Malkasian
2002,Jeff McGrath
2002,Paul Schrader
2002,Craig McCracken
2002,Walt Becker
2002,Don Coscarelli
2002,Neil LaBute
2002,Steve Purcell
2002,Bruce Beresford
2002,Jesse Vaughan
2002,Steven Soderbergh
2002,Frank Longo
2002,John Stainton
2002,Danny DeVito
2002,Barry Sonnenfeld
2002,Morgan J. Freeman
2002,Steve Oedekerk
2002,Shaad Ali
2002,James Cox
2002,John Polson
2002,Peter Gilbert
2002,Si-myung Lee
2002,Malcolm D. Lee
2002,Bill Corcoran
2002,David Twohy
2002,Matthew Bright
2002,GÃ©rard PirÃ¨s
2002,Justin Lin
2002,Keith Fulton
2002,Louis Pepe
2002,Lynne Ramsay
2002,Steve Purcell
2002,Daniel Algrant
2002,Menno Meyjes
2002,JosÃ© Padilha
2002,Felipe Lacerda
2002,Jean-Pierre Dardenne
2002,Luc Dardenne
2002,David Lynch
2002,Jay Russell
2002,Dylan Kidd
2002,Fernando LeÃ³n de Aranoa
2002,Guy Ferland
2002,Tommy Lee Wallace
2002,Jordan Brady
2002,Bruce McCulloch
2002,Fabien Onteniente
2002,Nick Hurran
2002,Adam Curtis
2002,Perry Andelin Blake
2002,Ken Loach
2002,Scott Kalvert
2002,Toshiya Shinohara
2002,Fumihiko Sori
2002,Karen Disher
2002,Mike Nawrocki
2002,Phil Vischer
2002,Chris Angel
2002,Sanjay Gupta
2002,J.M. Kenny
2002,Nick Broomfield
2002,Nanette Burstein
2002,Brett Morgen
2003,Peter Jackson
2003,Len Wiseman
2003,Gore Verbinski
2003,Quentin Tarantino
2003,Lilly Wachowski
2003,Lana Wachowski
2003,Lilly Wachowski
2003,Lana Wachowski
2003,Andrew Stanton
2003,Lee Unkrich
2003,Tom Shadyac
2003,Richard Curtis
2003,Jon Favreau
2003,Jonathan Mostow
2003,Bernardo Bertolucci
2003,Tim Burton
2003,Mark Steven Johnson
2003,Jesse Dylan
2003,Stephen Norrington
2003,F. Gary Gray
2003,Steve Trenbirth
2003,Sofia Coppola
2003,Terry Zwigoff
2003,Peter Howitt
2003,Aaron Blaise
2003,Robert Walker
2003,P.J. Hogan
2003,David Zucker
2003,Bille Woodruff
2003,F. Gary Gray
2003,Richard Linklater
2003,Edward Zwick
2003,Michael Bay
2003,Jan de Bont
2003,Rob Schmidt
2003,James Mangold
2003,Peter Weir
2003,Mike Newell
2003,Clint Eastwood
2003,Peter Chung
2003,Yoshiaki Kawajiri
2003,Takeshi Koike
2003,Mahiro Maeda
2003,KÃ´ji Morimoto
2003,Shinichiro Watanabe
2003,Andrew R. Jones
2003,Peter Segal
2003,Jon Amiel
2003,Ang Lee
2003,Robert Rodriguez
2003,Jim Kammerud
2003,Brian Smith
2003,Todd Phillips
2003,Donald Petrie
2003,David Dobkin
2003,Clark Johnson
2003,Antoine Fuqua
2003,Charles Herman-Wurmfeld
2003,Toby Shelton
2003,Victor Cook
2003,Tad Stones
2003,Bo Welch
2003,Mark Waters
2003,Tim Johnson
2003,Patrick Gilmore
2003,Richard Donner
2003,John Woo
2003,McG
2003,Nancy Meyers
2003,Rob Minkoff
2003,Danny DeVito
2003,Mathieu Kassovitz
2003,Alejandro GonzÃ¡lez IÃ±Ã¡rritu
2003,David R. Ellis
2003,David Grossman
2003,Marcus Nispel
2003,Roger Donaldson
2003,Shawn Levy
2003,Anthony Minghella
2003,Greg Marcks
2003,Andrew Davis
2003,Gordon Chan
2003,Catherine Hardwicke
2003,Ronny Yu
2003,Andrzej Bartkowiak
2003,Bud Luckey
2003,Roger Gould
2003,Joe Dante
2003,John McTiernan
2003,Peter Berg
2003,Owen Hurley
2003,John Singleton
2003,Bruno Barreto
2003,Curt Geda
2003,Tim Maltby
2003,James Foley
2003,Dennie Gordon
2003,Ringo Lam
2003,Kevin Costner
2003,Shawn Levy
2003,Audrey Wells
2003,Francis Veber
2003,Steve Carr
2003,Ridley Scott
2003,Gary Ross
2003,Carl Franklin
2003,Victor Salva
2003,Jim Fall
2003,Lawrence Kasdan
2003,David Molina
2003,Terry Shakespeare
2003,Gregor Jordan
2003,Paul Hunter
2003,Robert Rodriguez
2003,Peyton Reed
2003,Brian Helgeland
2003,Joel Coen
2003,William Friedkin
2003,Vadim Perelman
2003,Tony Craig
2003,Roberts Gannaway
2003,James Ivory
2003,David Hillenbrand
2003,Scott Hillenbrand
2003,Eli Roth
2003,Gary Fleder
2003,Michael Winterbottom
2003,Keith Gordon
2003,David McNally
2003,Patty Jenkins
2003,Jane Campion
2003,Brian Gilbert
2003,Adam Shankman
2003,Robert Benton
2003,Martin Brest
2003,Ronald F. Maxwell
2003,Guy Jenkin
2003,Billy Ray
2003,Troy Miller
2003,Peter Webber
2003,Dennis Dugan
2003,Gregg Champion
2003,Gavin Grazer
2003,Matthew Ryan Hoge
2003,John Whitesell
2003,Boaz Yakin
2003,Fenton Bailey
2003,Randy Barbato
2003,Martin Campbell
2003,Alan Parker
2003,Woody Allen
2003,Gus Van Sant
2003,Jim Jarmusch
2003,Uwe Boll
2003,Niki Caro
2003,Andy Byatt
2003,Alastair Fothergill
2003,Jim Sheridan
2003,Paul McGuigan
2003,Rob Zombie
2003,Chris Koch
2003,Ching Siu-Tung
2003,Mike Tollin
2003,David Mackenzie
2003,Mike Figgis
2003,Sean McNamara
2003,Michael Rymer
2003,Peter Hedges
2003,Charles Grosvenor
2003,Ron Shelton
2003,FranÃ§ois Ozon
2003,Chris Rock
2003,Vincenzo Natali
2003,Christopher Guest
2003,Oz Scott
2003,Tim McCanlies
2003,Dominique Monfery
2003,Francis Glebas
2003,C. Jay Cox
2003,Tom McCarthy
2003,Troy Beyer
2003,Jonathan Lynn
2003,Alec Baldwin
2003,John Crowley
2003,Jonathan Liebesman
2003,Patrick Lussier
2003,Sandy Collora
2003,Andrew Fleming
2003,Clare Kilner
2003,J.T. Petty
2003,Philippe Leclerc
2003,Scott Jeralds
2003,David DeBartolomÃ©
2003,Mike Nichols
2003,Ryan Little
2003,Alex Zamm
2003,Glen Morgan
2003,Craig Shapiro
2003,Scott Jeralds
2003,Norman Jewison
2003,Nigel Cole
2003,Jean-Baptiste Andrea
2003,Fabrice Canepa
2003,William Phillips
2003,Isabel Coixet
2003,NimrÃ³d Antal
2003,Ã‰mile Gaudreault
2003,Andrew Jarecki
2003,Harald Zwart
2003,Steve Anderson
2003,Erik Van Looy
2003,Reggie Rock Bythewood
2003,Neil Jordan
2003,Simon J. Smith
2003,Adam Elliot
2003,James Cameron
2003,Shari Springer Berman
2003,Robert Pulcini
2003,Christian Duguay
2003,Damian Nieman
2003,Mark Herman
2003,Ron Howard
2003,Bobby Farrelly
2003,Peter Farrelly
2003,Merzak Allouache
2003,Nicolas Winding Refn
2003,Joan Churchill
2003,Nick Broomfield
2003,Michael Haneke
2003,David M. Evans
2003,Mahiro Maeda
2003,Michael Oblowitz
2003,Casey La Scala
2003,Matthew Parkhill
2003,Marleen Gorris
2003,Matthew Bright
2003,Mark Achbar
2003,Jennifer Abbott
2003,Richard Kwietniowski
2003,Shinichiro Watanabe
2003,Greg Yaitanes
2003,Robert Altman
2003,Byung-chun Min
2003,Alex Kendrick
2003,Brad Mirman
2003,Yves Simoneau
2003,RenÃ© Manzor
2003,Richard Schickel
2003,Ron Krauss
2003,Steven Ayromlooi
2003,Wayne Kramer
2003,John Robert Hoffman
2003,Kevin Macdonald
2003,Joel Schumacher
2003,Eric Till
2003,John Eng
2003,Norton Virgien
2003,Frank Pierson
2003,David Gordon Green
2003,Michael Haussman
2003,David Zucker
2003,Stephen Fry
2003,Bryan Singer
2003,Sam Weisman
2003,James Cox
2003,Michael Polish
2003,Robert Parigi
2003,Vincenzo Natali
2003,John Kent Harrison
2003,"Michael Landon, Jr."
2003,Todd Graff
2003,Errol Morris
2003,Neil LaBute
2003,Rob Reiner
2003,Robert Iscove
2003,Gary Hardwick
2003,Laurent Baffie
2003,Mike Southon
2003,Fred Vogel
2003,Jerami Cruise
2003,Michael Spierig
2003,Peter Spierig
2003,James Wan
2003,Craig R. Baxley
2003,Andrew R. Jones
2003,Kazuhisa TakenÃ´chi
2003,Tim Fywell
2003,Christine Jeffs
2003,Michael Oblowitz
2003,Lauren Lazin
2003,Lars von Trier
2003,JÃ¸rgen Leth
2003,Peter Levin
2003,Aziz Mirza
2003,Charles Martin Smith
2003,Marco Bellocchio
2003,Jean Becker
2003,Tyler Perry
2003,K.C. Bascombe
2003,Francis Palluau
2003,Laurent Bouzereau
2003,Shinichiro Watanabe
2003,Gilles Paquet-Brenner
2003,Simon Wincer
2003,Guy Maddin
2003,Tommy Wiseau
2003,Kevin Lima
2003,Philip G. Atwell
2003,Peter Chung
2003,Mahiro Maeda
2003,John Kent Harrison
